1,8602a61d680a10a82cceeeda0d99ea3d,01001,Sao Paulo,SP,-23.55,-46.634
2,dd55f1bb788714a40e7954c3be6df745,01021,Sao Paulo,SP,-23.539,-46.632
3,e0487761face83d64fcada2408959a36,01021,Sao Paulo,SP,-23.541,-46.632
4,09bad886111255c5b5030314fc7f1a4a,01022,Sao Paulo,SP,-23.545,-46.633
5,82921991ff5b557b045605b8bbf08d49,01023,Sao Paulo,SP,-23.544,-46.632
6,f049a72cf58fd31b11f8919cade515e7,01023,Sao Paulo,SP,-23.544,-46.632
7,c1dde11f12d05c478f5de2d7319ad3b2,01026,Sao Paulo,SP,-23.54,-46.63
8,c84592044b180dec206770c38603814b,01026,Sao Paulo,SP,-23.539,-46.633
9,630008e0f062605a415d694489f6f82e,01026,Sao Paulo,SP,-23.539,-46.633
10,6902157ee16728322d61a1321fa79e58,01026,Sao Paulo,SP,-23.54,-46.63
11,6da1992f915d77be95d7fa48b36904af,01026,Sao Paulo,SP,-23.539,-46.633
12,7040e82f899a04d1b434b795a43b4617,01026,Sao Paulo,SP,-23.539,-46.633
13,14a08204d03bb6b6bde8029f801ae0eb,01026,Sao Paulo,SP,-23.539,-46.633
14,5d378b73ab7dd6f0418d743e5dcb0bd1,01026,Sao Paulo,SP,-23.54,-46.63
15,d594982fd877af63ace38ea1fca27c76,01031,Sao Paulo,SP,-23.537,-46.633
16,f4aba7c0bca51484c30ab7bdc34bcdd1,01031,Sao Paulo,SP,-23.542,-46.635
17,1d503743d2526f03f0c2c89540ee008c,01035,Sao Paulo,SP,-23.542,-46.642
18,2d34636518ba88f5349b732fcf8ba2e4,01039,Sao Paulo,SP,-23.542,-46.64
19,784ba75dd9d20200c4caed3d7a77141a,01040,Sao Paulo,SP,-23.545,-46.643
20,e5cbe890e679490127e9a390b46bbd20,01041,Sao Paulo,SP,-23.543,-46.641
21,b6c6854d4d92a5f6f46be8869da3fa1a,01042,Sao Paulo,SP,-23.545,-46.64
22,9d39404483343dd55c7ae254494d8388,01044,Sao Paulo,SP,-23.544,-46.642
23,6b803197e03abd5056b4313306b4f29d,01123,Sao Paulo,SP,-23.53,-46.636
24,218f991754f360af9c2daa5e0b8e990c,01123,Sao Paulo,SP,-23.526,-46.636
25,f25e239052084705e17a982bc600ab2a,01123,Sao Paulo,SP,-23.53,-46.637
26,7cf4ea70955b00d6b3c22542598e2715,01125,Sao Paulo,SP,-23.529,-46.639
27,fac1a9017ade7bdc94058fc1c969f355,01126,Sao Paulo,SP,-23.526,-46.638
28,f5b84683a9bf9e1df748cf40f601b39c,01127,Sao Paulo,SP,-23.528,-46.645
29,52f0fe436a347ddad7ed5f9aa4e27eaa,01129,Sao Paulo,SP,-23.525,-46.642
30,4ddeb3e828550cddc8d45c8bc36ab2d1,01131,Sao Paulo,SP,-23.529,-46.641
31,1f7dfad2cb384ea4d2d7e1ffbd78c407,01139,Sao Paulo,SP,-23.521,-46.661
32,e116c7455dd26a4d8c3e92532583905f,01140,Sao Paulo,SP,-23.518,-46.667
33,74a9b9bddf14ece02beb81f52c41a88d,01156,Sao Paulo,SP,-23.53,-46.665
34,aa2640d851ec322526f1295bbeb20092,01156,Sao Paulo,SP,-23.532,-46.663
35,610f72e407cdd7caaa2f8167b0163fd8,01201,Sao Paulo,SP,-23.534,-46.653
36,131fcb0a0c9a47bba4474aacff0f14b7,01201,Sao Paulo,SP,-23.539,-46.649
37,f3c38ab652836d21de61fb8314b69182,01206,Sao Paulo,SP,-23.533,-46.645
38,d6cd01c59123df02fc226eadbadb5f89,01207,Sao Paulo,SP,-23.54,-46.638
39,c13ef0cfbe42f190780f621ce81f2234,01207,Sao Paulo,SP,-23.539,-46.639
40,70c4eedec9cb4a85cda2f3f9673557b4,01208,Sao Paulo,SP,-23.539,-46.638
41,9535a841eecebed61a9fb1ac1cbb5597,01208,Sao Paulo,SP,-23.538,-46.638
42,1967a9e2ad6f51802b093147d861df58,01209,Sao Paulo,SP,-23.542,-46.643
43,5c6d4016c2a288f074fa0848a2b653d2,01209,Sao Paulo,SP,-23.539,-46.639
44,e2a1ac9bf33e5549a2a4f834e70df2f8,01210,Sao Paulo,SP,-23.538,-46.639
45,010543a62bd80aa422851e79a3bc7540,01212,Sao Paulo,SP,-23.538,-46.637
46,bd0a1b0aadca9a83d9304f7e8ff5fbd5,01212,Sao Paulo,SP,-23.537,-46.64
47,8b321bb669392f5163d04c59e235e066,01212,Sao Paulo,SP,-23.538,-46.641
